A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name,Mechanism_Category
D0123,Atropine,D1607,Tolterodine,Pharmacodynamic additive effects
D0123,Atropine,D1637,Trifluoperazine,Pharmacodynamic additive effects
D0123,Atropine,D1649,Tripelennamine,Pharmacodynamic additive effects
D0135,Azatadine,D0020,Acrivastine,Pharmacodynamic additive effects
D0135,Azatadine,D0105,Aripiprazole,Pharmacodynamic additive effects
D0135,Azatadine,D0112,Asenapine,Pharmacodynamic additive effects
D0135,Azatadine,D0154,Belladonna,Pharmacodynamic additive effects
D0135,Azatadine,D0183,Biperiden,Pharmacodynamic additive effects
D0135,Azatadine,D0202,Brexpiprazole,Pharmacodynamic additive effects
D0135,Azatadine,D0214,Brompheniramine,Pharmacodynamic additive effects
D0135,Azatadine,D0259,Carbinoxamine,Pharmacodynamic additive effects
D0135,Azatadine,D0262,Cariprazine,Pharmacodynamic additive effects
D0135,Azatadine,D0323,Chlorpheniramine,Pharmacodynamic additive effects
D0135,Azatadine,D0353,Clidinium,Pharmacodynamic additive effects
D0135,Azatadine,D0361,Clomipramine,Pharmacodynamic additive effects
D0135,Azatadine,D0398,Cyclobenzaprine,Pharmacodynamic additive effects
D0135,Azatadine,D0446,Desipramine,Pharmacodynamic additive effects
D0135,Azatadine,D0482,Dicyclomine,Pharmacodynamic additive effects
D0135,Azatadine,D0498,Dimenhydrinate,Pharmacodynamic additive effects
D0135,Azatadine,D0502,Diphenhydramine,Pharmacodynamic additive effects
D0135,Azatadine,D0525,Doxepin,Pharmacodynamic additive effects
D0135,Azatadine,D0526,Doxepin (topical),Pharmacodynamic additive effects
D0135,Azatadine,D0655,Fesoterodine,Pharmacodynamic additive effects
D0135,Azatadine,D0662,Flavoxate,Pharmacodynamic additive effects
D0135,Azatadine,D0733,Glycopyrronium,Pharmacodynamic additive effects
D0135,Azatadine,D0791,Iloperidone,Pharmacodynamic additive effects
D0135,Azatadine,D0959,Lumateperone,Pharmacodynamic additive effects
D0135,Azatadine,D0961,Lurasidone,Pharmacodynamic additive effects
D0135,Azatadine,D0979,Maprotiline,Pharmacodynamic additive effects
D0135,Azatadine,D0987,Meclizine,Pharmacodynamic additive effects
D0135,Azatadine,D0998,Memantine,Pharmacodynamic additive effects
D0135,Azatadine,D1000,Mepenzolate,Pharmacodynamic additive effects
D0135,Azatadine,D1006,Mepyramine,Pharmacodynamic additive effects
D0135,Azatadine,D1010,Mesoridazine,Pharmacodynamic additive effects
D0135,Azatadine,D1031,Methscopolamine,Pharmacodynamic additive effects
D0135,Azatadine,D1084,Molindone,Pharmacodynamic additive effects
D0135,Azatadine,D1188,Orphenadrine,Pharmacodynamic additive effects
D0135,Azatadine,D1202,Oxybutynin,Pharmacodynamic additive effects
D0135,Azatadine,D1215,Paliperidone,Pharmacodynamic additive effects
D0135,Azatadine,D1257,Perphenazine,Pharmacodynamic additive effects
D0135,Azatadine,D1282,Phenyltoloxamine,Pharmacodynamic additive effects
D0135,Azatadine,D1292,Pimozide,Pharmacodynamic additive effects
D0135,Azatadine,D1352,Promethazine,Pharmacodynamic additive effects
D0135,Azatadine,D1354,Propantheline,Pharmacodynamic additive effects
D0135,Azatadine,D1368,Quetiapine,Pharmacodynamic additive effects
D0135,Azatadine,D1413,Risperidone,Pharmacodynamic additive effects
D0135,Azatadine,D1450,Scopolamine,Pharmacodynamic additive effects
D0135,Azatadine,D1491,Solifenacin,Pharmacodynamic additive effects
D0135,Azatadine,D1576,Thiothixene,Pharmacodynamic additive effects
D0135,Azatadine,D1607,Tolterodine,Pharmacodynamic additive effects
D0135,Azatadine,D1637,Trifluoperazine,Pharmacodynamic additive effects
D0135,Azatadine,D1647,Trimipramine,Pharmacodynamic additive effects
D0160,Benzatropine,D0020,Acrivastine,Pharmacodynamic additive effects
D0160,Benzatropine,D0037,Alimemazine,Pharmacodynamic additive effects
D0160,Benzatropine,D0068,Amitriptyline,Pharmacodynamic additive effects
D0160,Benzatropine,D0072,Amoxapine,Pharmacodynamic additive effects
D0160,Benzatropine,D0123,Atropine,Pharmacodynamic additive effects
D0160,Benzatropine,D0135,Azatadine,Pharmacodynamic additive effects
D0160,Benzatropine,D0154,Belladonna,Pharmacodynamic additive effects
D0160,Benzatropine,D0183,Biperiden,Pharmacodynamic additive effects
D0160,Benzatropine,D0214,Brompheniramine,Pharmacodynamic additive effects
D0160,Benzatropine,D0259,Carbinoxamine,Pharmacodynamic additive effects
D0160,Benzatropine,D0262,Cariprazine,Pharmacodynamic additive effects
D0160,Benzatropine,D0316,Chlorcyclizine,Pharmacodynamic additive effects
D0160,Benzatropine,D0323,Chlorpheniramine,Pharmacodynamic additive effects
D0160,Benzatropine,D0351,Clemastine,Pharmacodynamic additive effects
D0160,Benzatropine,D0353,Clidinium,Pharmacodynamic additive effects
D0160,Benzatropine,D0361,Clomipramine,Pharmacodynamic additive effects
D0160,Benzatropine,D0397,Cyclizine,Pharmacodynamic additive effects
D0160,Benzatropine,D0398,Cyclobenzaprine,Pharmacodynamic additive effects
D0160,Benzatropine,D0403,Cyproheptadine,Pharmacodynamic additive effects
D0160,Benzatropine,D0424,Darifenacin,Pharmacodynamic additive effects
D0160,Benzatropine,D0456,Dexbrompheniramine,Pharmacodynamic additive effects
D0160,Benzatropine,D0482,Dicyclomine,Pharmacodynamic additive effects
D0160,Benzatropine,D0498,Dimenhydrinate,Pharmacodynamic additive effects
D0160,Benzatropine,D0502,Diphenhydramine,Pharmacodynamic additive effects
D0160,Benzatropine,D0508,Disopyramide,Pharmacodynamic additive effects
D0160,Benzatropine,D0526,Doxepin (topical),Pharmacodynamic additive effects
D0160,Benzatropine,D0532,Doxylamine,Pharmacodynamic additive effects
D0160,Benzatropine,D0655,Fesoterodine,Pharmacodynamic additive effects
D0160,Benzatropine,D0662,Flavoxate,Pharmacodynamic additive effects
D0160,Benzatropine,D0733,Glycopyrronium,Pharmacodynamic additive effects
D0160,Benzatropine,D0781,Hydroxyzine,Pharmacodynamic additive effects
D0160,Benzatropine,D0782,Hyoscyamine,Pharmacodynamic additive effects
D0160,Benzatropine,D0979,Maprotiline,Pharmacodynamic additive effects
D0160,Benzatropine,D0987,Meclizine,Pharmacodynamic additive effects
D0160,Benzatropine,D0998,Memantine,Pharmacodynamic additive effects
D0160,Benzatropine,D1000,Mepenzolate,Pharmacodynamic additive effects
D0160,Benzatropine,D1006,Mepyramine,Pharmacodynamic additive effects
D0160,Benzatropine,D1019,Methdilazine,Pharmacodynamic additive effects
D0160,Benzatropine,D1026,Methotrimeprazine,Pharmacodynamic additive effects
D0160,Benzatropine,D1031,Methscopolamine,Pharmacodynamic additive effects
D0160,Benzatropine,D1158,Nortriptyline,Pharmacodynamic additive effects
D0160,Benzatropine,D1188,Orphenadrine,Pharmacodynamic additive effects
D0160,Benzatropine,D1202,Oxybutynin,Pharmacodynamic additive effects
D0160,Benzatropine,D1264,Phenindamine,Pharmacodynamic additive effects
D0160,Benzatropine,D1282,Phenyltoloxamine,Pharmacodynamic additive effects
D0160,Benzatropine,D1347,Procyclidine,Pharmacodynamic additive effects
D0160,Benzatropine,D1352,Promethazine,Pharmacodynamic additive effects
D0160,Benzatropine,D1354,Propantheline,Pharmacodynamic additive effects
D0160,Benzatropine,D1355,Propiomazine,Pharmacodynamic additive effects
D0160,Benzatropine,D1361,Protriptyline,Pharmacodynamic additive effects
D0160,Benzatropine,D1450,Scopolamine,Pharmacodynamic additive effects
D0160,Benzatropine,D1491,Solifenacin,Pharmacodynamic additive effects
D0160,Benzatropine,D1572,Thiethylperazine,Pharmacodynamic additive effects
D0160,Benzatropine,D1607,Tolterodine,Pharmacodynamic additive effects
D0160,Benzatropine,D1641,Trihexyphenidyl,Pharmacodynamic additive effects
D0160,Benzatropine,D1647,Trimipramine,Pharmacodynamic additive effects
D0160,Benzatropine,D1649,Tripelennamine,Pharmacodynamic additive effects
D0160,Benzatropine,D1650,Triprolidine,Pharmacodynamic additive effects
D0183,Biperiden,D0020,Acrivastine,Pharmacodynamic additive effects
D0183,Biperiden,D0037,Alimemazine,Pharmacodynamic additive effects
D0183,Biperiden,D0154,Belladonna,Pharmacodynamic additive effects
D0183,Biperiden,D0214,Brompheniramine,Pharmacodynamic additive effects
D0183,Biperiden,D0262,Cariprazine,Pharmacodynamic additive effects
D0183,Biperiden,D0316,Chlorcyclizine,Pharmacodynamic additive effects
D0183,Biperiden,D0323,Chlorpheniramine,Pharmacodynamic additive effects
D0183,Biperiden,D0361,Clomipramine,Pharmacodynamic additive effects
D0183,Biperiden,D0397,Cyclizine,Pharmacodynamic additive effects
D0183,Biperiden,D0398,Cyclobenzaprine,Pharmacodynamic additive effects
D0183,Biperiden,D0446,Desipramine,Pharmacodynamic additive effects
D0183,Biperiden,D0498,Dimenhydrinate,Pharmacodynamic additive effects
D0183,Biperiden,D0502,Diphenhydramine,Pharmacodynamic additive effects
D0183,Biperiden,D0525,Doxepin,Pharmacodynamic additive effects
D0183,Biperiden,D0526,Doxepin (topical),Pharmacodynamic additive effects
D0183,Biperiden,D0655,Fesoterodine,Pharmacodynamic additive effects
D0183,Biperiden,D0662,Flavoxate,Pharmacodynamic additive effects
D0183,Biperiden,D0733,Glycopyrronium,Pharmacodynamic additive effects
D0183,Biperiden,D0979,Maprotiline,Pharmacodynamic additive effects
D0183,Biperiden,D0998,Memantine,Pharmacodynamic additive effects
D0183,Biperiden,D1000,Mepenzolate,Pharmacodynamic additive effects
D0183,Biperiden,D1006,Mepyramine,Pharmacodynamic additive effects
D0183,Biperiden,D1019,Methdilazine,Pharmacodynamic additive effects
D0183,Biperiden,D1026,Methotrimeprazine,Pharmacodynamic additive effects
D0183,Biperiden,D1031,Methscopolamine,Pharmacodynamic additive effects
D0183,Biperiden,D1188,Orphenadrine,Pharmacodynamic additive effects
D0183,Biperiden,D1202,Oxybutynin,Pharmacodynamic additive effects
D0183,Biperiden,D1264,Phenindamine,Pharmacodynamic additive effects
D0183,Biperiden,D1282,Phenyltoloxamine,Pharmacodynamic additive effects
D0183,Biperiden,D1352,Promethazine,Pharmacodynamic additive effects
D0183,Biperiden,D1491,Solifenacin,Pharmacodynamic additive effects
D0183,Biperiden,D1607,Tolterodine,Pharmacodynamic additive effects
D0202,Brexpiprazole,D0020,Acrivastine,Pharmacodynamic additive effects
D0202,Brexpiprazole,D0154,Belladonna,Pharmacodynamic additive effects
D0202,Brexpiprazole,D1031,Methscopolamine,Pharmacodynamic additive effects
D0202,Brexpiprazole,D1282,Phenyltoloxamine,Pharmacodynamic additive effects
D0214,Brompheniramine,D0020,Acrivastine,Pharmacodynamic additive effects
D0214,Brompheniramine,D0037,Alimemazine,Pharmacodynamic additive effects
D0214,Brompheniramine,D0105,Aripiprazole,Pharmacodynamic additive effects
D0214,Brompheniramine,D0112,Asenapine,Pharmacodynamic additive effects
D0214,Brompheniramine,D0154,Belladonna,Pharmacodynamic additive effects
D0214,Brompheniramine,D0202,Brexpiprazole,Pharmacodynamic additive effects
D0214,Brompheniramine,D0262,Cariprazine,Pharmacodynamic additive effects
D0214,Brompheniramine,D0323,Chlorpheniramine,Pharmacodynamic additive effects
D0214,Brompheniramine,D0361,Clomipramine,Pharmacodynamic additive effects
D0214,Brompheniramine,D0397,Cyclizine,Pharmacodynamic additive effects
D0214,Brompheniramine,D0398,Cyclobenzaprine,Pharmacodynamic additive effects
D0214,Brompheniramine,D0446,Desipramine,Pharmacodynamic additive effects
D0214,Brompheniramine,D0498,Dimenhydrinate,Pharmacodynamic additive effects
D0214,Brompheniramine,D0502,Diphenhydramine,Pharmacodynamic additive effects
D0214,Brompheniramine,D0526,Doxepin (topical),Pharmacodynamic additive effects
D0214,Brompheniramine,D0655,Fesoterodine,Pharmacodynamic additive effects
D0214,Brompheniramine,D0662,Flavoxate,Pharmacodynamic additive effects
D0214,Brompheniramine,D0733,Glycopyrronium,Pharmacodynamic additive effects
D0214,Brompheniramine,D0791,Iloperidone,Pharmacodynamic additive effects
D0214,Brompheniramine,D0959,Lumateperone,Pharmacodynamic additive effects
D0214,Brompheniramine,D0961,Lurasidone,Pharmacodynamic additive effects
D0214,Brompheniramine,D0979,Maprotiline,Pharmacodynamic additive effects
D0214,Brompheniramine,D0998,Memantine,Pharmacodynamic additive effects
D0214,Brompheniramine,D1000,Mepenzolate,Pharmacodynamic additive effects
D0214,Brompheniramine,D1006,Mepyramine,Pharmacodynamic additive effects
D0214,Brompheniramine,D1010,Mesoridazine,Pharmacodynamic additive effects
D0214,Brompheniramine,D1019,Methdilazine,Pharmacodynamic additive effects
D0214,Brompheniramine,D1026,Methotrimeprazine,Pharmacodynamic additive effects
D0214,Brompheniramine,D1031,Methscopolamine,Pharmacodynamic additive effects
D0214,Brompheniramine,D1084,Molindone,Pharmacodynamic additive effects
D0214,Brompheniramine,D1188,Orphenadrine,Pharmacodynamic additive effects
D0214,Brompheniramine,D1202,Oxybutynin,Pharmacodynamic additive effects
D0214,Brompheniramine,D1215,Paliperidone,Pharmacodynamic additive effects
D0214,Brompheniramine,D1257,Perphenazine,Pharmacodynamic additive effects
D0214,Brompheniramine,D1264,Phenindamine,Pharmacodynamic additive effects
D0214,Brompheniramine,D1282,Phenyltoloxamine,Pharmacodynamic additive effects
D0214,Brompheniramine,D1292,Pimozide,Pharmacodynamic additive effects
D0214,Brompheniramine,D1352,Promethazine,Pharmacodynamic additive effects
D0214,Brompheniramine,D1368,Quetiapine,Pharmacodynamic additive effects
D0214,Brompheniramine,D1491,Solifenacin,Pharmacodynamic additive effects
D0214,Brompheniramine,D1576,Thiothixene,Pharmacodynamic additive effects
D0214,Brompheniramine,D1607,Tolterodine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0020,Acrivastine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0037,Alimemazine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0105,Aripiprazole,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0112,Asenapine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0154,Belladonna,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0183,Biperiden,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0202,Brexpiprazole,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0214,Brompheniramine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0262,Cariprazine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0316,Chlorcyclizine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0353,Clidinium,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0361,Clomipramine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0397,Cyclizine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0398,Cyclobenzaprine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0446,Desipramine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0482,Dicyclomine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0498,Dimenhydrinate,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0502,Diphenhydramine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0525,Doxepin,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0526,Doxepin (topical),Pharmacodynamic additive effects
D0259,Carbinoxamine,D0655,Fesoterodine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0662,Flavoxate,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0733,Glycopyrronium,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0791,Iloperidone,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0959,Lumateperone,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0961,Lurasidone,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0979,Maprotiline,Pharmacodynamic additive effects
D0259,Carbinoxamine,D0998,Memantine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1000,Mepenzolate,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1006,Mepyramine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1010,Mesoridazine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1019,Methdilazine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1026,Methotrimeprazine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1031,Methscopolamine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1084,Molindone,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1188,Orphenadrine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1202,Oxybutynin,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1215,Paliperidone,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1257,Perphenazine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1264,Phenindamine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1282,Phenyltoloxamine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1292,Pimozide,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1352,Promethazine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1354,Propantheline,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1355,Propiomazine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1368,Quetiapine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1491,Solifenacin,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1576,Thiothixene,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1607,Tolterodine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1637,Trifluoperazine,Pharmacodynamic additive effects
D0259,Carbinoxamine,D1649,Tripelennamine,Pharmacodynamic additive effects
D0262,Cariprazine,D0020,Acrivastine,Pharmacodynamic additive effects
D0262,Cariprazine,D0112,Asenapine,Pharmacodynamic additive effects
D0262,Cariprazine,D0154,Belladonna,Pharmacodynamic additive effects
D0262,Cariprazine,D0202,Brexpiprazole,Pharmacodynamic additive effects
D0262,Cariprazine,D0316,Chlorcyclizine,Pharmacodynamic additive effects
D0262,Cariprazine,D0655,Fesoterodine,Pharmacodynamic additive effects
D0262,Cariprazine,D0959,Lumateperone,Pharmacodynamic additive effects
D0262,Cariprazine,D0961,Lurasidone,Pharmacodynamic additive effects
D0262,Cariprazine,D1006,Mepyramine,Pharmacodynamic additive effects
D0262,Cariprazine,D1031,Methscopolamine,Pharmacodynamic additive effects
D0262,Cariprazine,D1282,Phenyltoloxamine,Pharmacodynamic additive effects
D0316,Chlorcyclizine,D0020,Acrivastine,Pharmacodynamic additive effects
D0316,Chlorcyclizine,D0154,Belladonna,Pharmacodynamic additive effects
D0316,Chlorcyclizine,D0202,Brexpiprazole,Pharmacodynamic additive effects
D0316,Chlorcyclizine,D1031,Methscopolamine,Pharmacodynamic additive effects
D0316,Chlorcyclizine,D1282,Phenyltoloxamine,Pharmacodynamic additive effects
D0323,Chlorpheniramine,D0020,Acrivastine,Pharmacodynamic additive effects
D0323,Chlorpheniramine,D0037,Alimemazine,Pharmacodynamic additive effects
